	X1		X2
  -3.1078585e+00   2.4909987e+00
   1.2218965e+00   2.3722283e+00
   9.1263154e-01   2.2410437e+00
  -1.6885078e+00   2.0508393e+00
   1.2145512e+00  -2.1912641e+00
   1.5409736e+00   1.1510686e-01
  -1.1129133e-02  -7.3121739e-01
   1.5818146e+00  -3.3855223e+00
  -4.9350495e-02   1.6904867e+00
  -1.0080348e+00   2.2940398e+00
   1.7091337e+00  -3.4149792e+00
   1.9139276e+00   4.8982116e-01
   1.6825574e+00  -3.1867707e+00
   3.7038646e+00   3.1986278e+00
   1.9024612e-01  -2.3356162e+00
   3.9522314e+00   2.2595944e+00
   2.5498677e+00  -3.2548418e+00
  -1.3631464e+00   1.2196237e-01
   1.3669796e+00   1.8937670e+00
   1.6741310e+00  -2.0226494e+00
   9.7445421e-01  -2.0280220e+00
   8.8972529e-01   3.1305159e+00
   2.5820415e+00   1.8530447e+00
  -2.1388962e-01   2.3453913e+00
   1.5540675e+00   1.4049344e+00
  -4.9587739e-01   2.1824893e+00
  -1.6702911e+00   2.0244336e+00
   1.4043542e+00  -3.8733610e+00
   2.6308558e+00  -1.8650244e+00
   2.2820966e+00  -1.5719812e-01
   5.8268576e-01   2.0390815e+00
   2.0920791e+00  -2.6656104e+00
   1.5354991e+00  -3.9631322e+00
  -1.9061318e+00   2.7371150e+00
   1.9593123e+00   9.8637230e-01
   1.8429204e+00  -5.1869039e+00
   9.9060396e-01   2.1466308e+00
   6.0055103e-01  -2.0187612e+00
   2.7205703e+00   7.6315630e-01
   9.6644780e-01   4.4174991e-01
   4.5565593e-01   2.5964048e+00
  -3.9183289e+00  -2.7296157e+00
   5.1464558e+00  -1.6920253e+00
   2.0361628e+00  -1.1165676e+00
   2.4655055e-01   2.4407273e+00
  -1.0377781e+00   2.4708313e+00
   3.2200191e-01   7.6461725e-01
  -1.2523282e+00  -8.4175425e-01
   2.0032490e+00  -2.3404620e+00
   7.6761707e-01  -4.0283621e+00
  -3.4838060e+00  -6.5114755e-01
   1.4963819e+00  -4.9201122e+00
   1.8590024e+00  -7.2751796e-01
  -2.8595863e+00  -1.5596717e+00
   4.4836779e+00   5.8118981e-01
   8.4651531e-01  -4.7070255e+00
   8.8380592e-01  -2.6816152e+00
   1.6932874e+00   1.5110921e+00
  -2.0313603e+00   2.7222125e+00
  -2.4058801e+00   5.5454699e-01
   3.0999907e+00  -1.0842331e+00
  -2.2197608e+00   2.9628074e+00
   3.2867640e+00  -3.2970740e+00
   1.6213531e+00   2.1985730e+00
   6.4253852e-01   2.9718035e+00
   1.2820036e+00  -1.2321969e+00
   2.0107092e-01   2.9907615e+00
   6.8330841e-01  -9.1118506e-01
   1.6177471e+00  -1.2039462e+00
   2.5556231e+00   3.2181837e-01
  -1.1319724e+00   3.3418958e+00
  -1.6361548e+00   3.5675597e+00
   4.4261706e+00   8.8810440e-01
   5.0599266e+00  -1.4912832e+00
   2.3589215e+00   7.9061115e-01
   1.1518005e+00  -2.2898334e+00
   1.2840387e+00   1.2723498e-01
  -4.5089779e-01   1.1427526e+00
   2.4917493e+00  -1.1410375e+00
   3.7232609e+00   6.0638928e-01
   5.3963564e-01  -1.1091686e+00
   1.1114663e+00  -3.6377060e+00
   4.0336779e+00  -1.0488216e+00
   9.6485899e-01  -3.3278195e+00
  -3.6674477e+00  -5.2835987e-01
  -4.3844746e+00  -1.3546044e+00
   3.0535288e+00  -3.2855734e+00
  -1.6864183e-01  -1.4617997e+00
   3.0005306e+00  -5.6418711e+00
   9.6312526e-01  -2.1420719e+00
  -2.9717239e+00  -1.8875864e-01
   4.2767272e+00   1.7663275e-01
  -1.9334530e+00   1.4482989e+00
   7.8673349e-01   2.6958424e+00
  -9.9847449e-01   1.4068327e+00
   1.4016601e+00  -2.6175808e+00
   1.6252964e+00   2.6480035e+00
   1.9172807e+00  -5.4347011e+00
   5.1378038e+00  -1.9042952e+00
   1.9511899e+00   2.7019575e+00
  -2.5276572e-02   1.9793064e+00
  -2.3386894e+00  -2.3039365e+00
   3.7902467e-01   1.7465796e+00
   1.3589335e+00   2.6171599e-01
  -1.9259728e+00  -7.6654193e-01
   4.7145138e-01  -8.2602055e-01
   2.6016659e+00  -1.2735429e+00
   2.5684597e+00  -4.0059925e+00
   3.6296754e-01  -3.9094837e+00
   1.7831577e+00  -2.0959527e+00
  -3.2558499e+00  -3.2608914e+00
   3.1363292e+00   2.3422212e+00
   3.1919726e+00  -3.7896628e+00
   4.7577577e-02   1.6836273e+00
  -1.5942161e+00  -8.2489390e-01
   2.6510264e+00  -1.2343237e+00
   5.4924868e-01   1.7699515e+00
   2.6957110e+00  -2.0018416e+00
  -3.0473687e+00  -2.4298109e+00
   2.9705084e+00  -5.5962426e+00
  -2.5266034e+00  -6.0320491e-01
   3.2290316e+00   2.0672816e+00
   2.1824809e+00  -3.1495440e+00
   9.7453254e-01   2.9939028e+00
   3.5952130e+00  -5.6565779e-01
   3.9641138e-01  -7.9478658e-01
  -1.2425319e+00   2.6845106e+00
  -2.8060674e+00  -5.2365192e-01
   1.7132625e+00  -1.6666086e+00
   1.1391656e+00  -1.1958101e+00
   1.5135269e+00   1.4191037e+00
   1.8283576e+00  -3.6722359e+00
  -4.8763944e+00  -9.4807087e-01
   1.9894001e+00  -3.2347524e+00
   2.9168207e+00  -1.0717473e+00
   1.9912224e+00  -2.6497720e+00
   2.3278094e+00  -8.8613414e-01
   2.6748370e+00   1.0357232e+00
   2.3321769e-01   7.2689224e-01
   1.7601841e+00  -4.2479190e+00
   1.6983866e-01   8.1306891e-01
   1.2789124e+00  -2.3801359e+00
   1.1004406e+00   2.2880270e+00
   1.1869175e+00  -1.4722780e+00
   2.1293835e+00   3.6850266e-01
  -4.0798826e+00  -5.3963482e-01
   2.4481837e+00  -1.8717938e+00
  -1.2333564e+00  -4.9626790e-01
  -2.5098412e+00  -1.2596132e-01
  -2.4175533e+00  -8.5233707e-01
  -3.5503930e+00  -1.1609345e+00
  -2.8727555e+00  -1.3398593e+00
   2.0001945e+00  -1.8987891e+00
  -2.4610811e+00  -3.9745895e-01
   1.1261881e+00  -3.5703644e+00
   2.6982100e+00  -3.0029906e+00
  -1.9587998e+00   3.2719222e+00
  -2.8371040e+00  -8.1182776e-01
  -3.6616703e+00  -2.0018940e+00
   2.8083528e-01  -3.5526454e+00
  -2.1628353e+00  -4.9583719e+00
   1.9300866e+00  -7.7542579e+00
   2.9407003e+00  -3.7423404e+00
  -1.4012363e+00   2.5369828e+00
   5.3516382e-01   1.7703812e+00
  -6.9729463e-01  -4.2786418e+00
  -9.8148857e-03   6.0106330e-01
   1.4962083e+00  -5.8679635e+00
   2.6867977e+00  -3.8677750e+00
  -1.0083862e-01  -1.1021623e+00
  -1.9312263e-01   6.8978158e-01
   1.8315212e+00  -2.8921246e+00
   3.1819354e+00  -4.7112727e+00
  -3.3093535e+00  -8.2549843e-01
  -4.9701502e+00  -5.0138742e-02
  -1.8376643e+00   2.9529161e+00
  -4.7414019e-01  -1.9461029e+00
  -1.3908159e+00   1.8791145e+00
   2.8369720e+00  -7.0210272e-01
  -1.4232871e+00   1.7933830e+00
   8.0662693e-01  -1.1788247e+00
   2.4867994e+00  -2.7680517e+00
   1.6829504e+00  -2.1377529e+00
   3.1117411e+00  -9.2779212e-01
   2.2413068e+00   3.4072236e+00
  -3.9090799e-01  -6.4168611e-02
  -5.4193334e+00   1.8230959e-02
   6.8388747e-01   3.2946671e+00
   8.5328430e-01  -2.7277058e+00
  -2.3805116e+00  -1.0010455e+00
   2.1316234e+00  -4.1703592e-01
  -8.5924378e-01   1.8012136e-01
   1.3571096e+00   2.0502449e+00
  -7.7211265e-01   2.8655427e+00
   3.7533577e-01   3.3493920e+00
  -3.4601304e+00  -1.8332510e+00
   6.9026926e-01  -6.9274276e-01
   4.7669459e-01   2.0369239e+00
   5.3167518e-01   1.7745708e+00
   1.9272392e+00  -3.3966226e+00
  -2.6199188e+00  -1.6287533e+00
   2.5473627e-01   2.4588789e+00
  -1.4838903e+00   2.4979752e+00
   1.5187276e+00   1.9331334e+00
   2.5587007e+00  -2.0807708e+00
  -3.2984182e+00   1.0488659e-01
   1.9808952e+00   2.2986644e+00
   2.0932052e+00  -1.4209646e+00
   2.8229980e+00  -1.0584719e+00
   1.6249173e+00  -3.8259453e-01
   1.1040896e-01   3.1219083e+00
   6.1235178e+00  -2.8639932e+00
  -1.5713142e+00   2.7705321e+00
   2.1214787e+00  -2.3081443e+00
   1.9737942e+00   1.5281345e-01
   1.3149808e+00   1.5958404e+00
  -2.6780673e+00  -2.2529759e+00
   3.3366676e+00  -5.1587758e-01
   2.3441519e+00   3.9945566e-02
   1.4915179e+00   1.4366199e+00
   1.9510016e+00  -4.0154954e+00
  -5.8004049e-01  -4.1621164e+00
   1.4561159e+00  -1.1357717e+00
   2.9828189e-01  -4.8956743e-01
  -1.9896963e+00  -1.2395550e-01
   1.8156778e+00  -1.4942808e+00
   5.9649958e-01  -8.8399261e-01
   2.0529447e+00  -3.1793589e+00
  -3.5519110e-01  -3.5328740e+00
  -6.9358909e-01   1.5352973e+00
   2.2815427e+00  -1.9890168e+00
   1.3582401e+00  -2.7016913e+00
   1.1263657e+00   2.0794946e+00
   4.5356792e-01   1.7055594e+00
   2.1934503e+00  -1.7535459e+00
  -3.5989873e+00  -1.2023111e+00
   3.5302606e+00  -1.0990979e+00
  -3.7197582e+00  -7.0999102e-01
   1.6884775e+00  -4.4364684e+00
   2.3173892e+00  -2.0467036e+00
  -1.5119088e+00  -1.7425165e+00
   2.5809296e+00   2.4400961e+00
   1.0698793e+00   1.9856001e+00
   5.2778581e+00  -2.9027931e+00
   3.2905413e+00  -4.6922167e+00
   9.4372854e-01  -1.2184285e+00
   1.9926043e+00  -1.9581945e+00
   3.4194654e+00  -3.8005929e+00
   2.9995260e+00   3.1216225e+00
   1.7796139e-01   3.0475479e+00
  -1.5745238e+00  -8.8828097e-01
   1.8148380e+00   1.4075961e+00
   1.3297605e+00   3.3186414e+00
   3.3211614e+00  -2.0445222e+00
  -1.2907397e+00   3.4159007e+00
  -2.6182265e+00  -4.6667448e-01
   1.8054998e+00  -3.1495045e-01
   3.0216828e+00  -3.0615925e+00
   5.5964902e+00  -4.8813966e+00
  -7.6060163e-01   3.7582874e+00
  -3.6511076e+00  -1.4091500e+00
   1.7430607e+00  -3.1243713e+00
   2.1594965e+00  -2.6781449e+00
   3.8614074e-01   9.9212519e-01
  -2.6710714e-01   1.2597875e+00
  -2.8850349e+00   2.3171011e-01
   1.2621821e+00  -5.6535963e-02
  -1.6566370e+00  -1.0463432e+00
   7.6925133e-01   1.6519403e+00
   1.7548963e+00  -3.4311615e+00
  -1.3987346e+00   1.1322440e+00
   1.7982051e+00  -2.5094432e+00
  -1.9596634e+00   1.7454219e+00
   1.4924896e+00   1.5026039e+00
   4.3855417e+00  -1.7398756e-01
   4.1250370e-01  -1.7347091e+00
  -2.8318267e+00  -1.0183294e+00
   3.8678712e+00  -3.1025923e+00
   2.3447460e+00  -4.8782995e+00
   2.4302442e+00   1.5266111e-01
   1.0037736e+00   3.8240273e-02
  -5.0940788e-01  -7.6406601e-02
  -2.4936227e+00   3.1844237e+00
   1.2600000e+00  -9.0163945e-02
  -2.2594440e+00   2.1268081e-01
   5.7258492e-01  -2.2977057e-01
  -1.2928323e+00   1.9683670e+00
  -3.6287554e+00   1.4705362e+00
   2.0185037e+00   2.0061820e+00
  -3.9206893e+00  -5.6181412e-01
   1.3946578e-01   2.5485975e+00
   2.5660400e+00  -3.4667018e-01
   3.9584294e+00  -3.8967281e+00
   2.2728809e+00  -3.0088463e+00
   2.1645157e+00  -1.0069323e+00
  -1.5239934e+00  -1.1499764e+00
   2.3336288e+00   1.2060088e+00
  -3.3893669e+00  -2.2394822e-01
   1.2085874e+00  -8.4676281e-01
   1.5072923e+00  -3.8157998e+00
  -9.4946099e-01   1.2297038e+00
   1.2172035e+00   2.5235318e+00
   4.6804058e-02   3.0784216e+00
  -2.5149295e-01   2.1988213e+00
  -2.6470404e+00  -1.0749625e+00
   6.6621012e-01   3.2151077e+00
  -1.0107179e+00   1.5336368e+00
   2.5681661e+00  -1.9664865e-01
  -2.5194443e+00  -9.3208895e-01
   3.0835359e+00   1.0415825e+00
  -2.4759116e+00  -6.3841258e-01
  -3.6645214e+00  -1.9703157e+00
  -2.2684469e+00  -3.0225542e-01
  -2.0239654e+00  -4.9058003e-01
   1.0811818e+00  -3.1092353e+00
  -2.7714615e+00   5.2083164e-01
   1.1222434e+00  -4.0778157e+00
  -1.4501306e+00   1.8913110e+00
   2.8321656e+00  -3.0342261e+00
  -8.9273119e-01   5.6364396e-01
   1.4902526e+00  -4.1750762e-01
  -5.2435987e-01   1.7095401e+00
  -3.9285091e-01   2.9717839e-01
   7.1229060e-01   3.0782456e+00
   8.3967722e-02  -1.4123452e+00
   1.8136261e+00  -5.0069733e+00
   2.4385217e+00  -2.5579967e+00
   3.6220645e+00  -4.4376512e+00
   4.7316658e-01   1.5569522e+00
  -1.7125110e+00   2.9977637e+00
   3.1152041e+00   2.8896352e+00
   2.6252341e+00   2.0778469e+00
   1.1809996e+00   2.1663080e-01
   3.4319958e+00  -1.7891609e+00
   9.6107797e-01  -2.4898107e+00
   1.7765570e+00  -4.3778700e+00
   1.5747015e+00  -2.8933370e+00
  -4.4552452e+00  -2.7903925e+00
   1.0459711e+00   3.1369643e+00
   7.2269173e-01   9.9168796e-01
   8.6203447e-01   2.7091897e+00
   1.5272550e+00  -5.0046379e+00
  -1.7675284e+00   2.2414726e+00
  -9.8511015e-02   1.3265532e+00
   1.6662191e-01  -6.5774616e-01
  -4.2159245e+00  -1.1469245e+00
   1.6922435e+00  -1.8778028e+00
  -2.7530370e-01   1.3104889e+00
   5.0170812e-01  -4.3850269e+00
  -3.7461002e+00   8.1815080e-01
   3.1436475e+00  -3.9887328e+00
  -4.2400739e+00  -5.6483372e-01
  -4.7070620e+00   1.6099255e-01
   2.0167646e+00  -3.3825179e+00
   3.4990703e+00  -2.3205357e+00
   5.7713228e-01   1.2842970e+00
   3.5399267e+00  -3.0158392e+00
   1.7394846e+00  -3.5301470e+00
  -1.8559072e-01   1.9327722e+00
   3.2106814e+00  -1.1430322e+00
  -2.4836347e+00  -1.2902548e+00
   2.7268298e+00  -4.7628872e+00
   6.2560064e-01  -2.2850609e+00
   2.1391934e+00   1.3905617e+00
  -4.6225946e+00  -3.0162928e-01
   2.9506678e+00  -1.0902055e+00
   4.8799256e-01   2.4670146e-01
   8.0279506e-01   1.5367443e+00
   1.1358051e+00  -4.0541386e+00
  -4.4768069e+00   6.5398370e-01
  -6.9384530e-01  -5.7056979e+00
   1.0685085e+00  -3.1721212e+00
  -2.3238554e+00  -2.5655747e+00
   9.6568247e-01   1.2708772e+00
  -1.2517136e+00  -1.7575680e-01
   3.3345066e+00  -7.2336875e-01
   3.7772125e+00  -4.6259698e+00
   2.8287963e+00   3.4535332e-02
  -3.7294220e-01  -4.4279634e+00
   3.3924165e-01   2.5628376e+00
  -3.6072905e+00   2.1462365e+00
   6.4417780e-01   3.2417414e+00
  -2.7272550e+00  -7.3140650e-02
   1.5600203e+00   1.4479700e+00
   3.0207242e+00  -6.2796369e+00
  -7.7311355e-01  -1.6677281e+00
   2.1061144e+00   3.8509246e-01
   2.0653283e+00   2.2764616e+00
   3.1962918e+00   9.6073265e-01
  -1.6233650e+00   1.3394421e+00
   2.9284067e+00  -5.2759950e+00
  -3.9306893e+00  -2.1645353e+00
  -1.5972013e+00   2.0412182e+00
  -6.0719280e-01   2.4286942e+00
   2.5857822e+00  -3.0939679e+00
  -1.0260595e+00  -2.2647025e+00
   3.8944014e+00   1.1460277e+00
  -8.1395223e-01   3.4471535e+00
   3.0257346e+00  -3.6643771e+00
   2.8668427e+00  -4.0578379e+00
   2.7906301e+00  -9.2701900e-01
   3.5705722e+00   8.5584984e-01
   1.1347644e+00  -4.3897550e+00
   6.4155931e-01  -2.0568337e+00
   3.7893638e+00  -7.2856051e-01
   1.6123698e+00   1.1460528e+00
   3.9559184e-01   1.6040086e+00
   1.0992946e+00   1.6376961e+00
  -3.9937588e+00   5.9309710e-01
  -2.2184079e+00  -2.5070236e+00
   2.1956155e+00  -5.5235749e+00
  -9.4856794e-02   4.1556496e-01
   2.2946849e+00  -4.3729955e+00
   2.6077815e+00   2.4803456e+00
  -1.7839981e-01  -3.6488125e+00
   3.9905592e+00  -4.2679237e+00
  -1.9854031e+00  -1.9119884e+00
  -2.0292496e+00   4.2996174e-01
  -1.5949469e+00  -6.3340324e-02
  -2.5915181e+00   4.2747778e-01
  -3.0310969e+00  -1.9520605e+00
   3.0352564e+00  -2.2455341e+00
  -8.6731986e-01  -1.4624691e+00
  -3.6913744e+00   8.6607578e-01
  -3.1512504e+00   1.9901107e+00
  -8.1809284e-01   1.2859053e+00
   2.1487394e+00  -5.1906667e+00
  -5.7499377e-01  -7.0357114e-01
   3.5679293e+00  -1.1974256e+00
  -2.3211361e+00   1.5923474e+00
  -2.6179156e+00  -1.1472138e+00
   1.1241406e+00  -2.9948892e+00
   1.1655659e+00  -3.2976871e+00
  -1.4158928e+00  -9.7133796e-01
   1.0987685e+00   2.3561760e+00
  -4.4733297e+00  -7.5889624e-01
   2.0374631e+00   3.9786226e-01
   3.0770759e+00  -6.1002537e+00
   2.1911379e+00  -3.7022524e-01
   5.2701122e-01   1.6647681e+00
   9.2501098e-01   1.5919366e+00
   2.7400738e+00  -1.9405726e-01
   1.7259791e+00   1.2067460e+00
  -2.5428764e-02   2.1957363e+00
   4.2259035e+00  -5.0946369e+00
   3.1096432e+00  -3.2616919e+00
  -2.4083140e+00  -1.2138531e+00
   1.2423822e+00  -4.5355694e+00
   2.5793339e+00   1.2219464e+00
  -1.0806164e+00   1.8073688e+00
  -2.7906363e+00  -1.9871763e+00
   2.3794384e+00   1.3348912e+00
   3.1906733e+00  -1.4276034e+00
   6.0732541e-01  -3.8243120e+00
   6.1897909e-01  -4.8518568e+00
   1.1030498e+00  -1.8303905e+00
  -8.9177722e-01   2.4339261e+00
   1.0326618e+00  -3.1223404e+00
   3.1051223e+00  -3.0706208e+00
  -3.0352177e+00  -2.2869071e+00
   1.4172784e-03  -4.1976149e+00
  -1.7418012e-01   1.9911327e+00
   2.5366539e+00  -4.5641893e+00
  -1.0795856e+00   2.0539114e+00
   2.1620204e+00  -2.1960929e+00
  -4.1685968e+00  -2.5509499e+00
   1.6338622e+00  -1.9993813e+00
  -4.0162846e+00  -3.2815994e+00
  -2.0243759e+00   1.7374438e+00
  -5.5289784e-01  -2.1856008e+00
  -3.8640855e+00  -8.0272043e-01
   2.6603647e+00  -1.6489981e-01
   1.2683293e+00  -6.7527343e-01
   1.5447604e+00   1.6458333e+00
   1.3783662e+00   1.5233459e+00
  -7.7602978e-01   2.6201381e+00
   9.3469161e-01   2.7958410e+00
  -4.1373658e+00   4.8936318e-02
  -3.8850927e-01   3.4569635e+00
   2.1802433e+00   9.9459903e-01
   1.3400856e+00  -8.9958212e-01
   1.3590138e+00  -1.5115063e+00
   6.3727982e-01   2.7924186e+00
   5.1234152e-01   2.9545221e+00
  -1.1463287e+00   1.5792938e+00
   2.7262167e+00  -2.0800938e+00
  -2.6242316e-02  -5.5734137e-02
   2.2953968e+00  -2.3235750e-01
  -1.7332215e+00  -1.5734081e+00
  -1.9159774e+00  -4.0873482e+00
  -2.9947140e+00  -1.8857693e+00
   5.4566914e+00   9.9564463e-01
   2.2558160e+00  -5.3355616e+00
  -4.9375902e+00  -1.1850632e+00
   2.2198670e-01   1.2592075e+00
   9.8929886e-01  -1.7236060e+00
   6.7060635e-01   2.2166494e+00
  -8.3936618e-01   1.1147121e+00
  -1.4539179e+00  -7.5006759e-01
  -2.8916021e+00  -1.2661655e+00
   2.5135960e+00   1.8569902e+00
  -3.0891878e-01  -1.6857428e+00
   2.6871469e+00   1.3943394e+00
   3.0279884e+00   1.4296642e+00
   4.1840699e+00  -2.5385521e+00
  -1.0323692e+00   2.7213653e+00
  -1.1952626e-02  -5.0031585e+00
   2.7314782e+00  -1.3012086e+00
   1.6200954e+00  -7.0739288e+00
   4.3170013e+00  -2.0370926e+00
   8.0205277e-01   1.9856283e+00
   3.5970638e+00   1.2652868e+00
   2.8637415e+00  -1.4925419e+00
  -1.7282366e+00  -7.4620965e-01
   3.3534578e+00  -3.2668452e+00
   2.5106396e+00   3.2875501e+00
   1.5596444e-01   2.0885446e-01
  -1.8182247e+00   2.6452495e+00
  -2.9516826e+00   2.4562203e+00
  -3.2163398e+00   2.0709540e-01
   2.4745180e+00   1.9579771e+00
   2.4893181e+00   1.4398494e+00
  -1.6960608e+00  -6.1441700e-01
   3.1082518e+00  -7.8426838e-01
  -4.1427414e+00  -1.0551080e+00
  -1.7795558e+00   2.8010825e+00
   1.3993207e+00   1.5231179e+00
   3.9448039e-01   2.1543015e+00
   2.7384122e+00  -3.4080485e+00
  -6.5813820e-01   2.5977542e+00
  -1.6886840e+00  -6.1330261e-01
  -6.9089376e-01   1.7577073e+00
   2.1540836e+00  -1.9931748e+00
   9.4159865e-01   3.5913931e-01
   2.9085975e+00   3.2002564e+00
   5.9130249e-01   1.9933443e+00
   2.9671222e+00  -9.4552105e-01
   2.0683633e+00   1.9603598e+00
  -3.3692429e-01  -1.4813705e+00
   4.7411708e-01   2.1627297e+00
   2.3006119e+00  -1.1691324e+00
   5.9724165e-01  -3.4400282e+00
   3.3983410e+00   1.0595919e+00
   3.4734825e+00  -3.6088904e+00
   5.5672774e-01   1.4703955e+00
   5.2186682e-01  -9.9298954e-01
   5.7450725e-01  -2.9987497e+00
  -2.0739737e+00   8.1512347e-01
   6.4598828e-01  -2.7814888e+00
  -1.7826657e-01   2.4451405e+00
   1.6737727e+00  -8.4946706e-01
   2.3168263e+00  -3.6973489e-01
  -9.4842135e-01  -1.8855670e+00
   2.2747733e+00  -3.7047651e+00
   4.9936188e+00  -2.2687982e-01
   1.1376488e+00  -3.0326999e+00
  -1.0795745e+00   2.5108617e+00
   2.9996709e+00   1.4411457e+00
   1.8161325e+00  -1.5082628e+00
   2.5807876e+00   9.9142067e-01
   2.3440176e+00  -1.6561374e+00
   3.0007913e+00  -2.0610208e+00
   4.4771527e-01  -1.2519745e+00
   1.9411846e+00  -1.9982552e+00
  -3.2565565e+00   1.3265272e+00
   2.6261513e+00  -2.1185866e+00
   1.1024284e-01  -1.0860182e+00
   7.5145118e-01   1.7670063e+00
  -4.1462755e+00  -2.0292772e+00
  -7.4622019e-01  -2.3954796e+00
  -5.8912518e-01   2.4012351e+00
   1.8472721e+00  -4.2842536e+00
  -6.7784531e-01  -2.0358476e+00
   3.2020349e+00   1.3327183e+00
   1.1641994e-01   2.3537247e-01
  -7.3539993e-01   1.0610900e+00
  -2.1287528e+00   1.0179539e-03
   2.7005566e+00  -3.0377823e+00
   6.9403295e-01  -4.5070168e+00
  -1.6698290e+00   2.9490248e+00
  -8.9606714e-01   2.6995917e+00
